,Registration_Number,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,CTC,Joining_date,Leaving_date,Role,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Deg,Branch,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GradYear
1320,201202321,1.1283,1.2808,0.5269,-0.9953,0.5024,555,435,544,0.635978756,445,-1,-1,-1,-1,-1,-1,515000,01-08-2011 00:00,present,software test engineer,-1,m,01-09-1987 00:00,85.0,cbse,2006,63.6,cbse,5225,2.0,B.Tech/B.E.,information technology,64.94,5225,1,Karnataka,2011.0
1321,201202322,-0.7264,0.6568,-0.7794,-0.5253,-2.0253,575,545,505,0.990008757,655,-1,-1,-1,-1,-1,-1,560000,01-08-2010 00:00,present,senior .net developer,Kochi/Cochin,m,04-02-1988 00:00,72.4,cbse,2006,73.6,cbse,5211,2.0,B.Tech/B.E.,computer engineering,71.54,5211,1,Kerala,2010.0
1322,201202323,0.3555,0.6568,0.8171,-1.8179,-0.2875,535,565,445,0.843123727,515,-1,-1,-1,-1,-1,-1,335000,01-01-2011 00:00,01-05-2013 00:00,programmer analyst,Bangalore,f,28-08-1988 00:00,91.84,karnataka secondary education examination board,2006,78.0,department of pre-university education,2201,2.0,B.Tech/B.E.,computer engineering,66.11,2201,1,Karnataka,2010.0
1323,201202324,-0.7335,-0.1206,-2.1418,0.9066,-1.0524,405,400,355,0.538386893,325,333,-1,-1,-1,260,-1,45000,01-01-2014 00:00,01-01-2015 00:00,secretary,-1,f,05-05-1991 00:00,78.0,state board,2009,76.0,state board,6800,2.0,B.Tech/B.E.,electronics and communication engineering,73.0,6800,1,Telangana,2013.0
1324,201202325,1.2772,-0.2871,-0.6048,-1.7556,-0.0943,370,385,385,0.7656735809999999,485,-1,-1,-1,-1,-1,-1,300000,01-09-2014 00:00,present,associate software engineer,Mumbai,m,10-05-1991 00:00,82.6,cbse,2009,76.0,cbse,6072,2.0,B.Tech/B.E.,information technology,69.43,6072,0,Madhya Pradesh,2013.0
1325,201202326,1.8517,1.2114,2.1617,-2.2627,0.4805,475,555,605,0.895776502,405,366,-1,-1,526,-1,-1,280000,01-07-2013 00:00,01-04-2014 00:00,technical engineer,Chennai,f,21-02-1992 00:00,90.3,state board,2009,96.8,state board,3223,2.0,B.Tech/B.E.,electronics and electrical engineering,82.0,3223,0,Andhra Pradesh,2013.0
1326,201202327,-2.457,-0.9531,-0.7585,0.9066,0.0973,500,440,500,0.81941653,505,-1,-1,-1,-1,-1,-1,300000,01-07-2014 00:00,01-05-2015 00:00,software engineer,Bangalore,m,01-11-1991 00:00,92.0,karnataka,2009,72.0,karnataka sslc,8277,2.0,B.Tech/B.E.,computer engineering,66.0,8277,1,Karnataka,2013.0
1327,201202328,0.1282,0.2124,0.01,0.0192,-0.8608,530,555,695,0.9107701640000001,375,433,-1,-1,-1,-1,-1,300000,01-08-2013 00:00,01-04-2015 00:00,java developer,Noida,m,26-03-1991 00:00,80.6,cbse,2008,65.2,cbse,1620,2.0,B.Tech/B.E.,electronics and communication engineering,64.34,1620,0,Uttar Pradesh,2013.0
1328,201202329,0.7027,0.5454,0.9322,0.0192,-1.244,415,340,500,0.824666401,325,400,315,-1,-1,-1,-1,120000,01-02-2014 00:00,01-08-2014 00:00,network engineer,-1,m,03-09-1991 00:00,76.0,icse,2009,86.0,icse,1620,2.0,B.Tech/B.E.,electronics and communication engineering,65.78,1620,0,Uttar Pradesh,2013.0
1329,201202330,-1.0208,-0.4536,-0.6048,1.4136,0.2889,615,570,415,-1.0,-1,-1,-1,-1,-1,-1,-1,180000,01-07-2014 00:00,01-04-2015 00:00,telecom engineer,-1,m,24-06-1992 00:00,80.2,cbse,2010,69.8,cbse,1669,2.0,B.Tech/B.E.,electronics and communication engineering,69.7,1669,0,Uttar Pradesh,2014.0
1330,201202331,0.0464,0.6568,-0.9245,-0.7897,-0.7615,325,465,475,0.9107701640000001,325,433,-1,-1,-1,-1,-1,180000,01-05-2013 00:00,present,network engineer,Hyderabad,m,17-07-1991 00:00,69.0,ssc,2008,89.2,intermediate,9243,2.0,B.Tech/B.E.,electronics and electrical engineering,62.6,9243,0,Andhra Pradesh,2012.0
1331,201202332,-0.7264,-1.0593,-0.344,-0.4078,-0.6035,645,535,615,0.9854613940000001,465,500,-1,-1,-1,393,-1,470000,01-01-2012 00:00,present,systems engineer,Kolkata,m,06-05-1989 00:00,89.0,icse,2007,78.0,cbse,5393,2.0,B.Tech/B.E.,electronics & telecommunications,80.0,5393,0,Orissa,2011.0
1332,201202333,0.2718,0.2124,-0.1437,-1.5021,-0.2859,605,620,665,0.976292561,555,484,-1,-1,-1,-1,-1,325000,01-06-2014 00:00,present,system engineer,Chandigarh,m,16-12-1992 00:00,81.8,cbse,2010,81.2,cbse,1543,1.0,B.Tech/B.E.,electronics and communication engineering,74.64,1543,1,Delhi,2014.0
1333,201202334,-1.0355,-0.7473,0.0914,0.6498,-0.6035,385,525,535,0.952245573,585,-1,-1,-1,-1,-1,-1,555000,01-07-2010 00:00,01-11-2013 00:00,senior software engineer,Hyderabad,m,19-08-1988 00:00,92.1,ssc,2006,93.5,board of intermediate ap,2565,2.0,B.Tech/B.E.,computer engineering,74.3,2565,1,Telangana,2010.0
1334,201202335,0.9737,0.6568,0.5269,0.8848,-0.1295,395,375,485,0.229481755,-1,266,-1,-1,-1,-1,-1,110000,01-01-2012 00:00,01-08-2012 00:00,electrical engineer,ncr,m,06-08-1987 00:00,43.0,u p,2004,58.4,u p,1620,2.0,B.Tech/B.E.,electronics and electrical engineering,57.0,1620,0,Uttar Pradesh,2011.0
1335,201202336,-0.5899,-0.7866,-0.6048,-1.1218,-0.4776,380,470,325,0.9913869329999999,-1,-1,-1,-1,633,-1,-1,200000,01-07-2013 00:00,01-01-2015 00:00,lecturer,Agra,m,30-03-1992 00:00,83.6,cbse,2008,66.0,cbse,6954,2.0,B.Tech/B.E.,electronics and electrical engineering,67.0,6954,0,Uttar Pradesh,2013.0
1336,201202337,1.2772,1.2114,2.008,0.0192,0.8637,605,510,545,-1.0,-1,-1,-1,-1,-1,-1,-1,225000,01-04-2011 00:00,01-08-2012 00:00,assistant manager,Trichy,m,18-05-1990 00:00,81.0,state board,2007,77.0,state board,10279,2.0,B.Tech/B.E.,electronics and electrical engineering,67.0,10279,0,Tamil Nadu,2011.0
1337,201202338,-3.0448,-1.2153,-1.5051,-0.2902,-0.406,404,445,445,0.27604722800000003,345,-1,-1,-1,-1,-1,-1,285000,01-02-2013 00:00,present,test engineer,Bangalore,m,11-05-1991 00:00,65.23,west bengal board of secondary education,2008,65.33,west bengal council of higher secondary education,4364,2.0,B.Tech/B.E.,computer engineering,68.5,4364,0,West Bengal,2012.0
1338,201202339,-2.1698,-1.2861,-0.9122,1.2869,-2.2021,580,555,485,0.793580615,495,-1,-1,-1,-1,-1,-1,150000,01-12-2014 00:00,present,data analyst,Chennai,m,17-03-1991 00:00,83.4,icse,2009,67.8,icse,9068,2.0,B.Tech/B.E.,information technology,65.9,9068,0,Uttarakhand,2014.0
1339,201202340,-0.5719,1.4368,1.1074,0.6498,0.1864,335,285,335,0.413838256,385,-1,-1,-1,-1,-1,-1,105000,01-06-2014 00:00,present,web developer,Hyderabad,f,06-09-1988 00:00,59.0,secondary school of education,2006,55.0,board of intermediate,6275,2.0,B.Tech/B.E.,information technology,63.47,6275,0,Andhra Pradesh,2010.0
1340,201202341,-0.1082,-0.5523,-1.3599,-0.7603,-0.4455,425,565,565,0.37605958700000003,-1,300,-1,-1,-1,-1,-1,325000,01-02-2014 00:00,present,systems engineer,Pune,f,09-02-1992 00:00,84.8,cbse,2009,81.2,cbse,6961,2.0,B.Tech/B.E.,electronics and communication engineering,73.8,6961,0,Uttar Pradesh,2013.0
1341,201202342,1.4208,1.2114,1.2396,-1.2486,1.0554,615,495,450,0.783303537,-1,388,-1,-1,-1,324,-1,200000,01-07-2014 00:00,01-05-2015 00:00,research engineer,Noida,f,28-11-1992 00:00,88.8,cbse,2010,69.4,cbse,10860,2.0,B.Tech/B.E.,electronics & telecommunications,75.3,10860,0,Uttar Pradesh,2014.0
1342,201202343,0.2782,0.3448,-0.344,-0.61337,0.1864,475,515,515,0.538386893,465,333,-1,-1,-1,-1,-1,360000,01-03-2013 00:00,01-04-2015 00:00,programmer analyst,Chennai,f,22-11-1990 00:00,92.8,0,2008,92.4,0,4714,2.0,B.Tech/B.E.,electronics and communication engineering,86.7,4714,0,Tamil Nadu,2012.0
1343,201202344,0.7027,0.5454,-0.6048,0.5262,0.8637,510,570,310,0.622642916,425,-1,407,-1,-1,-1,-1,305000,01-07-2014 00:00,01-04-2015 00:00,programmer analyst,Coimbatore,m,16-08-1992 00:00,79.4,state board,2010,90.2,state board,10321,1.0,B.Tech/B.E.,computer science & engineering,60.2,10321,0,Tamil Nadu,2014.0
1344,201202345,-1.0208,-1.1196,-1.527,-0.1076,-2.0105,510,510,575,0.990008757,655,-1,-1,-1,-1,-1,-1,320000,01-12-2014 00:00,present,assistant system engineer,-1,m,12-11-1992 00:00,92.48,state board,2010,72.66,state board,10748,2.0,B.Tech/B.E.,computer science & engineering,64.8,10748,0,Karnataka,2014.0
1345,201202346,-0.3027,0.0459,-1.6807,0.0192,-0.6692,500,560,720,0.7583798829999999,-1,-1,-1,-1,473,-1,-1,460000,01-07-2013 00:00,01-11-2014 00:00,electrical field engineer,"kudankulam ,tarapur",m,04-11-1991 00:00,74.0,cbse,2008,79.8,cbse,2110,2.0,B.Tech/B.E.,electronics and electrical engineering,93.3,2110,1,Karnataka,2013.0
1346,201202347,-1.4517,0.2124,0.4711,-1.2486,-0.4776,500,470,405,0.605533552,575,-1,-1,-1,-1,356,-1,275000,01-08-2013 00:00,present,graduate engineer trainee,Noida,m,03-09-1992 00:00,83.0,cbse,2010,77.2,cbse,1452,1.0,B.Tech/B.E.,electronics and communication engineering,71.84,1452,1,Delhi,2014.0
1347,201202348,0.7027,0.5454,0.7785,0.0192,-0.4776,545,505,544,0.33878634700000004,315,292,-1,-1,-1,-1,-1,220000,01-11-2014 00:00,present,customer service,Bangalore,f,06-10-1991 00:00,82.88,state board,2010,87.33,state board,4875,2.0,B.Tech/B.E.,electronics and communication engineering,77.4,4875,0,Karnataka,2014.0
1348,201202349,-0.4463,-0.9531,-0.7585,0.3995,-2.2021,475,555,665,0.824666401,405,400,-1,-1,-1,-1,-1,350000,01-03-2014 00:00,01-03-2015 00:00,programmer analyst,-1,m,20-07-1991 00:00,73.0,cbse,2009,72.6,cbse,9488,2.0,B.Tech/B.E.,electronics and communication engineering,65.0,9488,0,Haryana,2013.0
1349,201202350,0.3555,-0.1232,0.2366,0.17983,-0.7615,425,475,555,0.704090412,465,-1,-1,-1,-1,-1,-1,330000,01-12-2012 00:00,01-12-2014 00:00,software engineer,Bangalore,f,11-04-1990 00:00,90.5,state board of karnataka,2008,89.5,state board of karnataka,5337,2.0,B.Tech/B.E.,computer engineering,75.56,5337,0,Karnataka,2012.0
1350,201202351,-0.159,0.0459,-0.2974,-1.1218,-1.8189,580,640,635,0.649389715,-1,356,-1,-1,-1,-1,-1,300000,01-01-2015 00:00,present,data analyst,Pune,m,06-06-1991 00:00,73.07,state board,2009,67.5,state board,7500,2.0,B.Tech/B.E.,electronics & telecommunications,61.93,7500,1,Maharashtra,2014.0
1351,201202352,0.0464,0.9688,-0.1626,1.3549,-0.7615,505,525,505,0.9606032520000001,-1,466,-1,-1,-1,-1,-1,360000,01-11-2012 00:00,present,software test engineer,Bangalore,f,02-04-1991 00:00,92.0,board of secondary education,2008,94.8,board of intermediate education,8123,2.0,B.Tech/B.E.,electronics and communication engineering,77.33,8123,1,Telangana,2012.0
1352,201202353,0.2009,0.6178,0.5994,0.4148,0.1864,425,475,435,0.639587383,-1,-1,-1,-1,-1,-1,-1,280000,01-10-2012 00:00,01-03-2015 00:00,data analyst,Noida,f,01-08-1986 00:00,76.0,cbse,2005,60.3,cbse,4455,2.0,MCA,computer application,61.0,4455,1,Delhi,2014.0
1353,201202354,-3.1752,-4.2831,-4.2935,-2.136,-5.8428,370,485,280,0.840840969,-1,-1,-1,473,-1,-1,-1,350000,01-06-2013 00:00,present,quality assurance auditor,Coimbatore,m,05-09-1992 00:00,85.0,stateboard,2009,73.0,stateboard,9593,2.0,B.Tech/B.E.,mechanical engineering,75.0,9593,0,Tamil Nadu,2013.0
1354,201202355,0.5591,-0.6201,0.4711,-1.1218,-0.0943,755,645,705,0.952245573,585,-1,-1,-1,-1,-1,-1,400000,01-07-2013 00:00,present,etl developer,Pune,f,29-03-1991 00:00,71.6,cbse,2009,69.0,cbse,2642,2.0,B.Tech/B.E.,computer science & engineering,68.72,2642,0,Madhya Pradesh,2013.0
1355,201202356,-2.6007,1.0449,0.1637,0.3995,-0.4776,570,410,310,0.563267824,425,-1,-1,-1,-1,-1,-1,150000,01-12-2014 00:00,01-04-2014 00:00,process executive,Pune,f,16-01-1991 00:00,63.0,icse,2009,60.0,cbse,2096,2.0,B.Tech/B.E.,computer science & engineering,59.85,2096,0,Punjab,2013.0
1356,201202357,0.3555,0.6568,0.9623,0.6498,0.5024,445,465,565,0.37605958700000003,375,300,-1,-1,-1,-1,-1,260000,01-08-2010 00:00,01-04-2013 00:00,lecturer,Belgaum,f,26-02-1987 00:00,58.56,kseeb,2006,73.0,"directorate of technical education,banglore",3447,2.0,B.Tech/B.E.,electronics and communication engineering,61.8,3447,0,Karnataka,2010.0
1357,201202358,0.9737,-0.3183,-0.9245,0.8848299999999999,-0.6035,405,465,565,0.490636956,415,-1,-1,383,-1,-1,-1,500000,01-06-2012 00:00,present,production engineer,Hyderabad,m,19-02-1991 00:00,84.0,ssc,2008,90.3,0,7633,2.0,B.Tech/B.E.,mechanical engineering,81.0,7633,1,Telangana,2012.0
1358,201202359,-1.9629,-0.7473,-1.9405,0.2973,0.1864,695,475,575,0.206710618,435,-1,-1,313,-1,-1,-1,390000,01-05-2012 00:00,01-12-2014 00:00,sales engineer,bhubaneswar,m,07-04-1989 00:00,78.8,cbse,2006,74.8,cbse,5729,2.0,B.Tech/B.E.,mechanical engineering,70.0,5729,0,Orissa,2011.0
1359,201202360,-0.159,0.5454,0.9322,-1.1218,0.0973,475,570,535,0.953899775,535,-1,530,-1,-1,-1,-1,340000,01-11-2014 00:00,01-04-2015 00:00,software developer,Bangalore,m,25-02-1992 00:00,85.83,state board,2010,74.5,state board,7731,2.0,B.Tech/B.E.,information technology,75.0,7731,1,Telangana,2014.0
1360,201202361,-1.6538,0.0328,0.9623,-0.1727,0.1864,475,535,525,0.37605958700000003,385,300,-1,-1,-1,-1,-1,180000,01-11-2012 00:00,01-06-2014 00:00,sales engineer,New Delhi,m,01-01-1989 00:00,84.8,0,2005,68.0,0,1914,2.0,B.Tech/B.E.,electronics and communication engineering,63.0,1914,1,Karnataka,2011.0
1361,201202362,-1.2287,-0.2793,-0.344,-0.2609,-1.0774,485,515,485,0.9854613940000001,425,500,-1,-1,-1,-1,-1,375000,01-12-2012 00:00,01-04-2015 00:00,project engineer,Bangalore,m,16-07-1990 00:00,67.34,karnataka secondary board,2008,69.0,karnataka pre university board,2250,2.0,B.Tech/B.E.,electronics and communication engineering,60.61,2250,1,Karnataka,2012.0
1362,201202363,1.8517,1.3779,1.547,-2.136,0.6721,535,485,500,0.538386893,415,333,-1,-1,-1,-1,-1,240000,01-11-2012 00:00,01-04-2015 00:00,android developer,Chandigarh,f,05-08-1990 00:00,83.0,0,2008,74.0,0,8830,2.0,B.Tech/B.E.,electronics and communication engineering,86.0,8830,0,Punjab,2012.0
1363,201202364,0.4155,0.2124,1.2396,-1.2486,-0.0943,500,450,400,0.493596387,-1,324,-1,-1,-1,-1,-1,300000,01-10-2014 00:00,01-03-2015 00:00,system engineer,Mysore ,m,05-07-1992 00:00,86.0,state board,2010,62.6,state board,8249,2.0,B.Tech/B.E.,electronics and communication engineering,65.12,8249,0,Gujarat,2014.0
1364,201202365,0.7027,-0.4536,-0.1437,-0.2344,0.0973,405,505,405,0.144789889,395,-1,284,-1,-1,-1,-1,265000,01-12-2013 00:00,present,php developer,Pune,m,23-09-1988 00:00,86.0,state board,2006,61.17,state board,3510,2.0,MCA,computer application,71.0,3510,1,Maharashtra,2013.0
1365,201202366,1.7081,0.3789,0.7785,-2.136,0.6721,465,510,370,0.649389715,-1,356,-1,-1,-1,393,-1,150000,01-12-2014 00:00,present,software developer,Pune,m,12-02-1991 00:00,78.8,state board,2009,70.4,state board,10391,2.0,B.Tech/B.E.,electronics and communication engineering,73.0,10391,0,Madhya Pradesh,2014.0
1366,201202367,1.1336,1.3779,1.547,-2.5163,1.6302,455,580,505,0.649389715,405,356,-1,-1,-1,-1,-1,350000,01-01-2014 00:00,01-05-2015 00:00,software developer,Noida,m,04-01-1990 00:00,73.0,cbse,2009,65.0,state board,7108,2.0,B.Tech/B.E.,electronics & telecommunications,71.0,7108,0,Uttar Pradesh,2013.0
1367,201202368,-0.1082,-0.0842,0.7083,0.0623,0.3444,415,475,405,0.735795709,475,-1,-1,-1,-1,-1,-1,175000,01-01-2014 00:00,present,research analyst,-1,m,07-10-1989 00:00,66.0,cbse,2007,77.0,cbse,1690,2.0,B.Tech/B.E.,information technology,72.6,1690,0,Uttar Pradesh,2012.0
1368,201202369,0.9737,1.1248,1.2525,-0.7603,0.5024,485,445,545,0.229481755,435,266,-1,-1,-1,-1,-1,700000,01-01-2011 00:00,present,it analyst,CHENNAI,m,05-02-1989 00:00,86.0,0,2006,82.25,0,5561,2.0,B.Tech/B.E.,electronics and communication engineering,74.21,5561,1,Tamil Nadu,2010.0
1369,201202370,-2.1175,-0.2793,0.5269,1.3549,-1.0774,645,375,465,0.229481755,-1,266,-1,-1,-1,-1,-1,120000,01-12-2013 00:00,01-12-2014 00:00,sales engineer,New Delhi,m,08-08-1990 00:00,75.0,cbse,2008,72.0,cbse,6128,2.0,B.Tech/B.E.,electronics and electrical engineering,66.98,6128,0,Uttar Pradesh,2012.0
1370,201202371,-2.1698,-4.2831,-1.8344,-0.1076,-2.9686,500,495,575,0.7583798829999999,455,333,-1,-1,473,-1,-1,200000,01-06-2013 00:00,01-06-2015 00:00,lecturer & electrical maintenance,Ongole,m,14-06-1991 00:00,78.6,state board,2009,88.5,state board,8886,2.0,B.Tech/B.E.,electrical engineering,73.0,8886,0,Andhra Pradesh,2013.0
1371,201202372,-1.0208,-0.2871,-0.4511,0.3995,-0.6692,590,545,470,-1.0,-1,-1,-1,-1,-1,-1,-1,130000,01-01-2014 00:00,01-04-2014 00:00,office coordinator,Kolkata,m,11-01-1991 00:00,85.75,state board,2009,64.8,state board,10083,2.0,B.Tech/B.E.,other,74.0,10083,1,West Bengal,2013.0
1372,201202373,0.2718,-0.4536,-0.1437,0.2727,-1.0524,475,440,515,0.308400583,355,-1,-1,-1,-1,-1,-1,225000,01-09-2013 00:00,01-03-2015 00:00,technical recruiter,Chennai,m,07-11-1991 00:00,86.0,state board,2009,78.0,matric board,3391,2.0,B.Tech/B.E.,computer science & engineering,64.0,3391,1,Tamil Nadu,2013.0
1373,201202374,-0.5899,-0.4536,0.01,1.0333,-1.4356,395,450,470,0.943272158,-1,452,-1,-1,-1,-1,-1,90000,01-09-2013 00:00,01-01-2014 00:00,it recruiter,New Delhi,f,24-12-1991 00:00,84.2,state board,2009,81.4,state board,7066,2.0,B.Tech/B.E.,electronics and communication engineering,71.68,7066,0,Madhya Pradesh,2013.0
1374,201202375,-0.159,-0.4536,0.1637,0.5262,-0.0943,510,555,440,0.744758354,525,-1,438,-1,-1,-1,-1,195000,01-06-2014 00:00,01-03-2015 00:00,java developer,-1,m,25-11-1992 00:00,76.8,state board,2010,87.7,state board,5883,2.0,B.Tech/B.E.,information technology,73.15,5883,0,Andhra Pradesh,2014.0
1375,201202376,0.6646,0.0328,-1.9405,1.1198299999999999,-0.16899999999999998,645,605,655,0.824666401,-1,400,-1,-1,-1,-1,-1,610000,01-07-2012 00:00,01-04-2015 00:00,senior engineer,Sambalpur,m,20-12-1991 00:00,80.7,0,2008,75.11,0,5932,1.0,B.Tech/B.E.,electronics and communication engineering,90.01,5932,0,Bihar,2012.0
1376,201202377,1.2056,1.1248,0.0914,0.7967,0.6603,570,470,430,0.670743151,455,-1,-1,-1,-1,-1,-1,335000,01-03-2014 00:00,01-04-2015 00:00,senior systems engineer,Pune,m,13-03-1991 00:00,79.23,state board,2009,70.33,state board,5806,2.0,B.Tech/B.E.,information technology,71.88,5806,0,Maharashtra,2013.0
1377,201202378,-0.159,0.2124,-0.4511,-0.2344,-0.6692,625,560,635,0.953899775,535,-1,530,-1,-1,-1,-1,350000,01-07-2014 00:00,present,software development engineer,Noida,m,16-12-1991 00:00,80.0,cbse,2010,83.6,cbse,1634,2.0,B.Tech/B.E.,computer science & engineering,71.36,1634,0,Uttar Pradesh,2014.0
1378,201202379,-0.159,-0.7866,-0.7585,0.1459,-2.0105,615,590,585,-1.0,485,-1,-1,-1,-1,-1,-1,200000,01-09-2012 00:00,01-09-2014 00:00,system administrator,Gurgaon,m,17-09-1989 00:00,71.8,cbse,2007,68.2,cbse,2082,2.0,B.Tech/B.E.,electronics and communication engineering,76.5,2082,0,Punjab,2012.0
1379,201202380,0.5591,1.0449,-0.6048,0.7798,-1.0524,580,615,510,0.953899775,485,-1,530,-1,-1,-1,-1,350000,01-06-2014 00:00,present,systems engineer,Gurgaon,m,26-09-1993 00:00,83.5,cbse,2010,87.2,cbse,6898,2.0,B.Tech/B.E.,computer science & engineering,79.95,6898,1,Delhi,2014.0
1380,201202381,0.9737,-0.1232,-1.0697,1.5899,0.9763,525,705,524,-1.0,-1,-1,-1,-1,-1,-1,-1,315000,01-08-2011 00:00,01-07-2012 00:00,senior software engineer,Mumbai,f,25-12-1988 00:00,88.4,cbse,2006,79.2,cbse,2215,1.0,B.Tech/B.E.,biotechnology,69.54,2215,0,Punjab,2011.0
1381,201202382,0.7027,0.8784,0.4711,-0.995,0.4805,475,555,695,0.670743151,455,-1,-1,-1,-1,-1,-1,220000,01-11-2013 00:00,present,software test engineer,Gurgaon,f,27-11-1992 00:00,92.8,cbse,2009,82.3,cbse,9845,2.0,B.Tech/B.E.,information technology,78.0,9845,0,Haryana,2013.0
1382,201202383,0.4155,-0.1206,-0.2974,-0.2344,0.0973,315,555,585,0.356536488,565,-1,346,-1,-1,-1,-1,160000,01-09-2013 00:00,01-02-2015 00:00,web designer,Noida,m,06-01-1992 00:00,70.26,cbse,2009,70.0,cbse,1928,2.0,B.Tech/B.E.,computer science & engineering,69.2,1928,0,Uttar Pradesh,2013.0
1383,201202384,0.8192,1.5928,0.672,3.235,-0.8799,505,615,625,0.27350033,-1,-1,-1,332,-1,-1,-1,550000,01-06-2012 00:00,present,assistant manager,Hyderabad,m,25-05-1991 00:00,80.5,andhra pradesh board ssc,2008,95.0,andhpradesh board of intermediate education,4630,2.0,B.Tech/B.E.,mechanical engineering,77.37,4630,0,Andhra Pradesh,2012.0
1384,201202385,0.2718,0.7119,0.9322,-1.3753,0.0973,525,410,345,0.842248322,355,-1,469,-1,-1,-1,-1,120000,01-05-2014 00:00,01-01-2015 00:00,software engineer,Lucknow,m,21-06-1993 00:00,73.0,cbse,2010,60.0,cbse,4567,2.0,B.Tech/B.E.,computer science & engineering,66.76,4567,0,Uttar Pradesh,2014.0
1385,201202386,-1.1901,-0.7863,0.0552,1.7074,-1.0774,505,565,545,0.0587928,-1,200,-1,-1,-1,-1,-1,50000,01-09-2012 00:00,01-02-2013 00:00,maintenance engineer,Chennai,f,19-06-1991 00:00,82.0,"stjoseph of cluny matrhrsecschool,neyveli,cuddalore district",2008,82.0,"stjoseph of cluny matrhrsecschool,neyveli,cuddalore district",6681,2.0,B.Tech/B.E.,electronics and electrical engineering,80.7,6681,1,Tamil Nadu,2012.0
1386,201202387,0.2782,1.1248,-0.344,-0.7015,0.5024,575,385,335,0.538386893,285,333,-1,-1,-1,-1,-1,300000,01-06-2012 00:00,01-11-2014 00:00,hr manager,Pondicherry,f,06-02-1991 00:00,73.0,matriculation,2008,71.0,hsc,8011,2.0,B.Tech/B.E.,electronics and electrical engineering,73.4,8011,0,Tamil Nadu,2012.0
1387,201202388,1.1336,1.0449,0.9322,-2.3895,-0.2859,625,605,560,0.7656735809999999,485,-1,-1,-1,-1,-1,-1,480000,01-06-2013 00:00,01-05-2015 00:00,software developer,New Delhi,m,01-06-1991 00:00,86.6,cbse,2009,85.8,cbse,1473,2.0,B.Tech/B.E.,computer science & engineering,71.45,1473,0,Uttar Pradesh,2013.0
1388,201202389,-2.272,-0.5913,0.8171,0.6498,0.6603,565,545,545,0.7656735809999999,485,-1,-1,-1,-1,-1,-1,300000,01-01-2011 00:00,01-05-2013 00:00,software developer,-1,m,29-07-1989 00:00,60.4,icse,2005,61.6,icse,2929,2.0,B.Tech/B.E.,computer engineering,59.0,2929,0,Uttar Pradesh,2010.0
1389,201202390,-0.7335,-1.1196,-1.0659,1.6672,0.0973,640,630,345,0.9988761079999999,595,-1,653,-1,-1,-1,-1,350000,01-08-2015 00:00,present,software developer,Gurgaon,m,09-09-1993 00:00,92.0,cbse,2011,88.8,cbse,7283,1.0,B.Tech/B.E.,computer science & engineering,84.0,7283,1,Delhi,2015.0
1390,201202391,-1.8825,-1.2861,0.1637,-0.1076,0.4805,675,535,575,0.864685413,525,-1,-1,-1,-1,-1,-1,305000,01-08-2014 00:00,present,programmer analyst,Bangalore,m,18-05-1992 00:00,88.0,cbse,2010,69.0,cbse,2096,2.0,B.Tech/B.E.,computer science & engineering,81.2,2096,0,Punjab,2014.0
1391,201202392,1.1283,1.0858,-1.3599,-0.7603,0.5024,505,465,605,0.124502074,-1,233,-1,-1,-1,-1,-1,320000,01-03-2013 00:00,01-04-2015 00:00,software engineer,Pune,m,30-10-1989 00:00,75.0,cbse,2008,64.6,cbse,8550,2.0,B.Tech/B.E.,electronics and communication engineering,75.2,8550,0,Madhya Pradesh,2012.0
1392,201202393,0.8463,-0.4536,0.3174,-0.995,0.0973,510,590,510,0.783303537,395,388,-1,-1,-1,-1,-1,375000,01-06-2014 00:00,01-04-2015 00:00,software engineer,Mumbai,m,15-10-1990 00:00,78.0,cbse,2009,68.0,cbse,3608,1.0,B.Tech/B.E.,electronics and electrical engineering,72.3,3608,0,Haryana,2013.0
1393,201202394,1.1336,0.5454,0.3174,-0.3612,-0.2859,535,570,510,0.635978756,445,-1,-1,-1,-1,-1,-1,610000,01-07-2014 00:00,present,software quality assurance tester,Noida,m,09-04-1992 00:00,78.0,cbse,2010,78.0,cbse,9873,1.0,B.Tech/B.E.,computer science & engineering,63.3,9873,0,Uttar Pradesh,2014.0
1394,201202395,-0.4173,-1.0593,-0.1988,0.0623,0.3444,415,375,565,0.124502074,445,233,-1,-1,-1,-1,-1,360000,01-10-2011 00:00,01-04-2014 00:00,programmer analyst,Pune,m,04-02-1989 00:00,81.0,cbse,2007,86.0,cbse,2068,2.0,B.Tech/B.E.,electronics and communication engineering,73.0,2068,0,Uttar Pradesh,2011.0
1395,201202396,-2.272,-1.5273,-1.0697,0.7673,-0.4455,345,385,345,0.600057182,435,-1,-1,-1,-1,-1,-1,300000,01-05-2012 00:00,01-04-2015 00:00,html developer,Noida,m,15-07-1987 00:00,52.7,0,2005,45.6,0,1837,,MCA,computer application,69.7,1837,0,Uttar Pradesh,2011.0
